timestamp,event_type,data
2026-06-11T22:32:28.945307+00:00,odom,"{""x"":-0.1693379999616989,""y"":0.2639779687744149,""z"":0.0,""yaw"":-3.017499213862345,""linear_x"":0.027884999992622284,""linear_y"":0.0,""angular_z"":-0.05263157890413238}"
2026-06-11T22:32:28.947418+00:00,cmd_vel,"{""linear_x"":0.26,""linear_y"":0.0,""angular_z"":-0.052631578947368474}"
2026-06-11T22:32:28.998085+00:00,cmd_vel,"{""linear_x"":0.26,""linear_y"":0.0,""angular_z"":-0.052631578947368474}"
2026-06-11T22:32:29.015253+00:00,odom,"{""x"":-0.16998969420936355,""y"":0.2638970400543657,""z"":0.0,""yaw"":-3.018551845440322,""linear_x"":0.03448499999478827,""linear_y"":0.0,""angular_z"":-0.05263157889398177}"
2026-06-11T22:32:29.019726+00:00,scan,"{""range_min"":0.30000001192092896,""range_max"":12.0,""beam_count"":360,""valid_beam_count"":349,""min_obstacle_dist"":1.8991875648498535,""mean_obstacle_dist"":4.206053549034206}"
2026-06-11T22:32:29.045619+00:00,scan,"{""range_min"":0.30000001192092896,""range_max"":12.0,""beam_count"":360,""valid_beam_count"":349,""min_obstacle_dist"":1.900602102279663,""mean_obstacle_dist"":4.205965536713259}"
2026-06-11T22:32:29.046070+00:00,cmd_vel,"{""linear_x"":0.26,""linear_y"":0.0,""angular_z"":-0.052631578947368474}"
2026-06-11T22:32:29.052117+00:00,odom,"{""x"":-0.17077248386968513,""y"":0.26380066588657086,""z"":0.0,""yaw"":-3.0196044770182566,""linear_x"":0.041084999992335725,""linear_y"":0.0,""angular_z"":-0.05263157891022274}"
2026-06-11T22:32:29.096767+00:00,cmd_vel,"{""linear_x"":0.26,""linear_y"":0.0,""angular_z"":-0.052631578947368474}"
2026-06-11T22:32:29.124085+00:00,odom,"{""x"":-0.1716864020363274,""y"":0.2636891221895237,""z"":0.0,""yaw"":-3.0206571085961698,""linear_x"":0.04768499999556752,""linear_y"":0.0,""angular_z"":-0.05263157889398177}"
2026-06-11T22:32:29.146687+00:00,cmd_vel,"{""linear_x"":0.26,""linear_y"":0.0,""angular_z"":-0.052631578947368474}"
2026-06-11T22:32:29.201419+00:00,cmd_vel,"{""linear_x"":0.26,""linear_y"":0.0,""angular_z"":-0.052631578947368474}"
2026-06-11T22:32:29.202849+00:00,scan,"{""range_min"":0.30000001192092896,""range_max"":12.0,""beam_count"":360,""valid_beam_count"":350,""min_obstacle_dist"":1.902229905128479,""mean_obstacle_dist"":4.213397342477526}"
2026-06-11T22:32:29.226537+00:00,odom,"{""x"":-0.172731481367293,""y"":0.26356268493412344,""z"":0.0,""yaw"":-3.021709740174147,""linear_x"":0.05428499999275971,""linear_y"":0.0,""angular_z"":-0.052631578908192624}"
2026-06-11T22:32:29.247227+00:00,cmd_vel,"{""linear_x"":0.26,""linear_y"":0.0,""angular_z"":-0.052631578947368474}"
2026-06-11T22:32:29.294381+00:00,scan,"{""range_min"":0.30000001192092896,""range_max"":12.0,""beam_count"":360,""valid_beam_count"":350,""min_obstacle_dist"":1.9040724039077759,""mean_obstacle_dist"":4.213358429159437}"
2026-06-11T22:32:29.297111+00:00,cmd_vel,"{""linear_x"":0.26,""linear_y"":0.0,""angular_z"":-0.052631578947368474}"
